id,split,V,A,D,teks
littleshelter2_48_133,train,2.9,3.0,3.0,SELAMATKAN HIDUP LITTLE SHELTER DAN DAPATKAN OUR33 Warner RoadNEWSLETTERHuntington NY 11743-0830
littleshelter2_504_553,train,3.7,3.5,3.5,Dan kemudian kita akan bekerja untuk menemukan rumah yang penuh kasih bagi mereka
littleshelter2_579_619,train,3.0,3.0,2.9,Anda mungkin bertanya-tanya berapa banyak yang harus dikirim.
littleshelter2_620_650,train,3.4,2.9,3.2,Hadiah rata-rata kami adalah sekitar $ 21.
littleshelter2_651_758,dev,3.37,3.37,3.12,"Jika Anda bisa memberi $ 20 atau lebih, saya bisa berjanji kami akan menggunakan uang Anda untuk membantu hewan memulai kehidupan baru yang lebih bahagia."
littleshelter2_771_862,train,3.43,3.29,2.86,"Pada saat yang indah tahun ini, ketika orang-orang merayakan, (Tolong selesaikan)"
littleshelter2_888_1002,train,3.0,3.0,3.29,"""Satu-satunya tempat penampungan tanpa pembunuhan yang ada saat Anda membutuhkan kami"" Little Shelter penuh sesak dengan hewan yang menunggu rumah."
lw1_0_120,train,2.88,3.25,2.88,"Tara berdiri diam, menunggu sinar kecil pertama dari pesawat pengintai muncul di kegelapan lubang cacing."
lw1_1021_1032,train,2.4,3.5,3.3,Tara marah.
lw1_1033_1057,train,1.88,4.12,3.38,Dari semua ketidaksopanan!
lw1_1058_1137,train,2.7,3.2,3.0,"Tarrin, tidak diragukan lagi dengan perintah dari Mason, mempertanyakan keputusan komandonya."
lw1_1138_1182,train,2.4,3.2,3.0,Itulah yang saya dapatkan karena tidak menggunakan tentara bayaran.
lw1_1184_1259,train,3.0,2.88,3.0,"Dia kembali ke arlojinya, mengenai bayangannya sendiri di jendela panjang."
lw1_121_243,train,2.7,3.0,3.1,"Angin sepoi-sepoi konstan yang lembut dari udara daur ulang dari ventilasi di atas meniup rambut yang mengganggu ke hidungnya, tetapi dia mengabaikannya."
lw1_1260_1364,train,3.1,2.7,2.9,"Rambut keriting hitam mahoni, dipotong pendek dalam gaya militer khas membingkai wajah lusuh dan berkulit gelap."
lw1_1365_1487,train,2.33,3.0,3.22,"Itu bukan wajah yang menarik sekarang; Mata kayu hitamnya dibayangi oleh jam tangan, bibir penuh mengerucut karena frustrasi."
lw1_1488_1540,train,3.0,3.0,3.0,Dia memiliki penampilan setiap pemimpin yang pernah dia kenal.
lw1_1541_1624,train,3.0,3.1,3.4,"Pada enam kaki dua, dia berdiri satu kepala lebih tinggi daripada perwira pertama Arrllin-nya."
lw1_1625_1680,train,3.0,3.57,3.0,Ekspresi merendahkannya melengkapi efek yang mengesankan.
lw1_1681_1750,train,2.8,3.0,3.4,"Dia mengambil bintik-bintik imajiner dari jumpsuit abu-abunya yang mencolok, dan mendengus."
lw1_1751_1775,train,2.38,3.5,3.63,"Kau terlihat seperti neraka, Tar."
lw1_1776_1792,train,2.7,3.4,3.3,Jangan meledakkan ini.
lw1_1793_1822,train,2.9,3.0,3.0,Jangan biarkan kelelahan menghampiri Anda.
lw1_1824_1902,train,3.0,2.86,3.0,Dia menggunakan kebijaksanaan jendela cermin untuk secara diam-diam mengamati krunya.
lw1_1903_2046,train,3.1,3.2,3.0,"Harmon adalah tambahan yang bagus untuk tim jembatan, tetapi apakah dia cukup berpikiran terbuka untuk menentang United Earth Command dan memutuskan semua ikatan dari Bumi?"
lw1_2047_2206,train,3.0,2.88,3.12,"Dia melihat psi menggelengkan kepalanya, tidak menyadari sisa jembatan, menggoyangkan ikal pirang saat dia mengobrol dengan estafet psi yang mendekat di kapal Mason."
lw1_2207_2308,train,2.7,3.2,2.7,"Dia tampak begitu mendalam - sadar diri dan dangkal di luar, tetapi memiliki karunia yang luar biasa."
lw1_2309_2337,train,3.0,2.75,3.38,Pasti ada lebih banyak padanya.
lw1_2339_2388,train,2.5,2.9,2.7,"Nah, jika dia tidak berjalan dengan baik, dia akan diberhentikan."
lw1_2389_2448,train,2.4,3.1,3.3,Setiap anggota kru yang akan membahayakan proyek adalah daging.
lw1_2449_2497,train,2.6,2.9,3.0,Sayang sekali kehilangan bakat itu.
lw1_245_308,train,3.0,3.83,2.83,"Sebuah napas terengah-engah dari paranormal memecah kewaspadaannya yang sunyi, dan dia berbalik."
lw1_2561_2592,train,2.9,3.0,3.0,Dia adalah tentang apa ini semua.
lw1_2593_2688,train,2.9,2.9,2.7,Dia melihat jari-jarinya yang anggun berakhir dengan cakar hitam tebal mengetuk perhitungan di panel.
lw1_2828_2914,train,2.9,3.0,2.9,Hanya orang-orang dari tim dalam Arrallin Insurrection yang tahu dia bukan 'beta berbulu' biasa.
lw1_2915_3115,train,3.2,3.0,3.0,"Bulu sutranya, yang akan berwarna emas kecoklatan dan bergaris-garis dengan pita hitam legam, diwarnai sempurna menjadi hitam murni, dan surainya dipangkas dan ditipiskan sehingga tidak dapat dibedakan dari sisa mantelnya."
lw1_310_328,train,3.0,2.9,3.0,"""Hasil, Harmon?"""
lw1_3116_3283,train,3.0,2.9,2.9,"Matanya telah dirawat dan digelapkan menjadi ungu yang kaya untuk menyamarkan warna kuning keemasan cemerlang yang akan menandai dia sebagai Alpha Arrallin, dan pemimpin sarangnya."
lw1_329_457,train,2.75,3.12,2.88,Dia menekan gelombang kekesalan yang menimpanya saat dia merenungkan hadiah PSI untuk mendapatkan semua berita hangat terlebih dahulu.
lw1_3357_3461,train,3.14,3.0,3.14,Kapal pengintai muncul kembali dari lubang - setitik cemerlang muncul dari bola kegelapan beludru.
lw1_3544_3569,train,2.9,2.8,3.1,"""Luncurkan probe kedua."
lw1_3570_3696,train,2.5,3.0,3.0,Tidak akan Central hancur mengetahui bahwa gateway lain telah menghasilkan sedikit lebih dari planet kelas F dan sistem katai putih.
lw1_3697_3762,train,2.89,3.0,3.33,Staf Level 1 dan 2 harus bersiap untuk diberi pengarahan dan pindah.
lw1_3763_3794,train,3.25,2.88,3.38,"Ini terdengar seperti itu satu-satunya."""
lw1_3795_3955,train,3.2,3.2,3.3,"Deru kesenangan yang khas berdesir melalui beta di jembatan, dan Rakal melepaskan geraman kecil, seolah-olah untuk memperingatkan tuduhannya terhadap harapan palsu."
lw1_3956_4060,dev,2.9,3.2,3.2,"Mereka telah mengintai dua puluh tujuh gerbang sejauh ini, dan tidak ada yang menemukan sesuatu yang sepadan dengan waktu Pemberontakan."
lw1_4061_4181,train,3.0,3.29,3.29,"Tara tidak akan membiarkan harapan pusing menyeret mereka ke batu yang akan menjadi akhir dari proyek tersebut, dan spesies Arrllin."
lw1_459_538,train,3.43,3.43,3.14,Wajah Harmon perlahan-lahan animasi - sukacita menyapu untuk menggantikan konsentrasi yang keras.
lw1_539_585,train,3.64,4.09,3.37,"""Tarrin mengatakan planet ini adalah batu permata yang menakutkan!"
lw1_586_701,train,2.9,2.6,2.7,"Berkembang dengan kehidupan, bentuk besar dan kecil, tidak ada bangunan apa pun, hidrokarbon, logam, dan atmosfer yang stabil."
lw1_702_771,train,2.7,2.9,2.9,Dia bahkan tidak membawa mereka kembali untuk briefing tatap muka.
lw1_772_856,train,3.0,3.0,3.0,"Dia mengatakan kita harus datang sekarang, segera, sebelum penyelidikan dilaporkan terlambat."""
lw1_858_1020,train,2.0,3.3,3.7,"""Harmon, katakan itu tidak ada gunanya anak beta untuk mendapatkan bagian belakangnya melalui gerbang dan kembali ke sini SEKARANG, atau aku akan menembakinya ketika kita kembali."""
marine1_1134_1224,dev,2.75,3.12,2.88,"Ketika datang ke lautan, orang mengambil ... dan ambil ... dan ambil - tanpa pernah memberi."
marine1_1225_1267,train,3.3,2.9,3.2,"Saya percaya, bagaimanapun, bahwa Anda akan memberi kembali."
marine1_1268_1447,train,3.12,3.12,3.12,Hadiah yang dapat dikurangkan dari pajak dari Anda sekarang kurang dari satu sen sehari dapat membawa Anda ke jajaran organisasi konservasi laut paling berpengaruh dan efektif yang beroperasi saat ini.
marine1_1448_1698,train,3.75,3.5,3.5,"Dengan harga hampir setengah dari iuran keanggotaan reguler, Anda akan menerima sejumlah manfaat anggota (lebih lanjut tentang ini sebentar lagi)_and, jauh lebih penting kepuasan benar-benar melakukan sesuatu untuk meningkatkan dunia laut yang kita wariskan kepada anak-anak kita."
marine1_1699_1902,dev,3.5,3.13,3.25,"Pusat Konservasi Laut dapat menempatkan sumbangan keanggotaan Anda untuk bekerja segera untuk melindungi satwa liar laut, melestarikan habitat laut dan mencegah polusi laut yang meracuni planet kita yang berair."
marine1_1903_2210,train,3.11,3.11,3.11,"Nikel Anda sehari dapat, ketika bergabung dengan aliran sumbangan anggota lainnya, membantu menghentikan polusi air pada sumbernya ... melindungi pantai peneluran penyu dari pembangunan ... dan melindungi anjing laut, lumba-lumba, dan satwa liar laut lainnya dari ancaman terjerat dan tenggelam dalam jaring ikan dan sampah laut."
marine1_2211_2238,train,2.78,3.0,3.11,Apakah hadiah Anda benar-benar membantu?
marine1_2239_2254,train,4.11,4.0,3.0,Pasti ya!
marine1_2255_2267,train,2.8,3.0,3.0,"selesai, tolong"
marine1_231_360,train,3.56,3.44,3.22,Saya harap Anda menikmati menggunakannya karena Anda berkorespondensi dengan teman dan keluarga Anda dan membantu kami menyebarkan berita untuk melindungi satwa liar laut.
marine1_2336_2375,dev,3.27,2.82,3.36,Anda akan menjadi bagian dari tim yang sudah ada
marine1_2376_2556,train,3.29,3.14,3.29,meyakinkan Mitsubishi dan pemerintah Meksiko untuk membatalkan rencana untuk membangun fasilitas produksi garam besar-besaran di tepi tempat melahirkan dan berkembang biak yang kritis bagi paus abu-abu.
marine1_2557_2719,train,3.2,3.2,3.3,memenangkan kemenangan pengadilan besar yang menutup ribuan mil persegi untuk penangkapan ikan longline AS karena ancamannya terhadap kelangsungan hidup penyu belimbing Pasifik.
marine1_2720_2952,train,3.25,3.5,3.12,"membantu menciptakan National Marine Sanctuaries yang penting bagi kelangsungan hidup satwa liar laut - dari manate yang terancam punah di Florida Keys, hingga paus bungkuk di Stellwagen Bank New England, hingga berang-berang laut di Monterey Bay California."
marine1_2953_3089,train,3.2,3.2,3.6,Ini adalah contoh utama dari kemenangan yang diperjuangkan dengan keras dan upaya kritis yang bekerja untuk meningkatkan kesehatan lingkungan laut kita.
marine1_3090_3125,train,2.78,3.11,3.0,Tetapi program kami membutuhkan dukungan Anda.
marine1_3126_3243,train,3.3,3.1,3.1,Anda dapat membantu kami menyebarkan pesan kami untuk melindungi satwa liar laut dengan menggunakan label terlampir pada semua korespondensi Anda.
marine1_3244_3393,train,3.33,3.33,3.33,"Juga, luangkan waktu sejenak untuk meninjau tips praktis di bagian belakang formulir - bagikan dengan keluarga dan teman Anda - dan terapkan hari ini!"
marine1_3394_3637,train,3.0,3.2,3.2,"Dan tidakkah Anda juga akan memberikan kontribusi yang dapat dikurangkan dari pajak hanya $ 15 - atau lebih jika Anda mampu - untuk membantu menyelamatkan lumba-lumba, paus, penyu, dan makhluk laut menakjubkan lainnya yang sangat membutuhkan dukungan dari kita semua hari ini!"
marine1_361_489,train,2.82,3.64,3.09,Saya juga berharap bahwa mereka mengingatkan Anda betapa besar bahaya spesies laut yang indah ini dan habitat laut mereka saat ini!
marine1_3638_3945,train,3.4,3.4,3.4,"Pada saat yang sama, Anda akan menerima Kit Selamat Datang Anggota Baru CMC yang penuh manfaat ... berlangganan gratis buletin triwulanan penuh warna kami yang menarik, Berita Konservasi Laut ... Lebih banyak langkah yang dapat Anda ambil untuk melindungi lautan kita, pembaruan legislatif reguler, dan peringatan tindakan ... dan kartu keanggotaan resmi."
marine1_36_48,train,3.18,2.82,3.27,Teman
marine1_4035_4067,train,3.12,3.12,2.87,Tolong izinkan saya mendengar kabar dari Anda sekarang.
marine1_4069_4078,train,3.18,3.09,3.0,Dengan Hormat
marine1_4079_4183,train,3.5,2.88,3.37,"P.S. Tentu saja, label pribadi Anda adalah hadiah, milik Anda untuk disimpan apakah Anda memilih untuk bergabung dengan kami atau tidak."
marine1_4184_4296,test,3.2,3.2,3.1,Tetapi pikirkan berapa banyak Anda - dan orang yang Anda cintai yang berbagi planet kita yang berair ini - berdiri untuk mendapatkan keuntungan jika Anda bergabung.
marine1_4297_4345,train,2.88,3.0,2.88,Bukankah itu benar-benar bernilai setidaknya satu sen sehari?
marine1_4346_4481,train,3.5,3.2,3.1,"P.P.S. Dan, jika Anda dapat mengirim hadiah sebesar $ 15 atau lebih, sebagai bonus anggota baru khusus, saya akan mengirimkan tas jinjing lumba-lumba eksklusif kami."
marine1_490_675,train,2.0,3.2,2.9,"Bahkan saat ini, setelah bertahun-tahun kemarahan publik, lumba-lumba terus mati dalam perikanan tuna di negara lain dan masih dibunuh secara kejam dan sering secara ilegal oleh jaring insang dan tombak."
marine1_49_230,train,3.1,3.1,3.1,Set terlampir nama dan label alamat adalah HADIAH GRATIS untuk Anda dari pemimpin Amerika dalam melindungi planet laut kita yang semakin rentan - Pusat Konservasi Laut.
marine1_5_35,train,2.9,2.9,3.1,PUSAT KONSERVASI LAUT
marine1_676_817,train,2.73,3.46,2.82,"Dan sekarang, semakin banyak lumba-lumba dengan tumor ganas dan bahan kimia beracun tingkat tinggi di jaringan mereka mencuci ke pantai AS."
marine1_818_936,train,2.0,3.22,2.89,"Penyebabnya - belum ditentukan, tetapi pelakunya yang dicurigai adalah polusi yang meracuni lautan kita dengan bahan kimia beracun dan limbah."
sucker_1042_1198,dev,2.6,3.0,2.9,"Sarah McGrath, editor di Riverhead yang bekerja dengan Ms. Seltzer selama tiga tahun di buku itu, mengatakan dia terkejut mengetahui bahwa penulis telah berbohong."
sucker_107_157,train,3.0,2.75,3.25,"Dan ternyata, mereka semua pergi bekerja di penerbitan."
sucker_1199_1247,test,3.6,3.3,3.3,Harus suka pernyataan yang meremehkan dan waktu komik.
sucker_1249_1373,train,3.0,3.14,3.0,"Tapi serius, Anda mungkin ingat sebuah artikel musim panas lalu yang muncul di TimeOut New York tentang masalah ras dalam penerbitan."
sucker_1374_1405,train,2.9,2.7,3.2,(Posting saya tentang subjek di sini.)
sucker_1406_1654,test,2.6,2.8,2.7,"Ini adalah salah satu kutipan paling penting dari artikel tersebut: ""Selalu,"" kata Craig, ""sebuah buku bertema hitam akan muncul untuk dipertimbangkan, dan tidak akan ada orang kulit berwarna untuk memberikan pendapat, atau akan ada satu, yang seharusnya tidak menanggung beban sendirian."
sucker_1462_1475,train,3.0,3.1,3.1,"""Selalu,"""
sucker_1488_1738,dev,2.33,3.33,3.11,"""Sebuah buku bertema hitam akan muncul untuk dipertimbangkan, dan tidak akan ada orang kulit berwarna untuk memberikan pendapat, atau akan ada satu, yang seharusnya tidak menanggung beban sendirian. Jadi kita semua berpura-pura kita ahli. Mungkin aku satu-satunya yang malu dengan itu. """
sucker_159_194,train,2.5,3.0,2.7,Ini adalah minggu yang buruk bagi pembohong.
sucker_1655_1687,train,3.0,3.0,3.3,Jadi kita semua berpura-pura kita ahli.
sucker_1688_1738,train,2.72,3.28,2.86,"Mungkin aku satu-satunya yang malu dengan itu. """
sucker_1739_1918,train,2.38,3.0,2.88,"Hasil akhir dari meja bundar semacam itu, orang hanya bisa takut, bisa jadi satu-satunya buku yang menggambarkan orang kulit berwarna yang diterbitkan adalah buku yang tidak menantang asumsi kulit putih."
sucker_1921_2110,train,2.75,3.0,2.88,"Saya tidak bisa tidak bertanya-tanya apakah buku Ms. Seltzer dengan semua itu dibuat-buat, kisah-kisah dari bakat hutan kota, akan lulus tes bau jika dibaca oleh panel editor yang lebih beragam."
sucker_195_321,train,2.5,2.9,3.0,"Pertama, korban selamat holocaust yang mengatakan bahwa dia benar-benar dibesarkan oleh serigala ternyata hanya orang biasa, jika depresi."
sucker_2119_2141,train,3.09,2.73,2.91,"Komentar # 1, oleh carleen"
sucker_2143_2226,test,2.9,3.6,3.3,Saya membaca artikel itu di Times dan LANGSUNG berpikir itu akan menjadi tipuan.
sucker_2227_2315,test,2.9,2.6,2.9,"Tapi kemudian saya berpikir, pasti setelah semua yang lain, dia telah diperiksa ke surga dan kembali."
sucker_2316_2319,test,4.0,3.5,3.0,Ha!
sucker_2320_2343,train,2.2,3.1,2.8,Kurasa aku juga pengisap.
sucker_2344_2366,dev,3.0,2.5,3.17,3 Maret 2008 23:20
sucker_2370_2400,train,3.0,2.8,3.0,"Komentar # 2, oleh Michael Fischer"
sucker_2402_2410,train,3.4,3.4,3.0,Wah.
sucker_2411_2430,train,2.4,3.3,3.4,Itu konyol.
sucker_2431_2453,train,3.0,2.63,3.0,3 Maret 2008 23:43
sucker_2457_2486,train,3.0,2.8,3.1,"Komentar # 3, oleh Sarah Schulman"
sucker_2487_2542,train,2.8,3.2,2.9,Saya bertanya-tanya mengapa mereka tidak menyajikan buku-buku mereka sebagai novel.
sucker_2543_2565,train,3.0,2.4,3.0,4 Maret 2008 13:39
sucker_2569_2598,train,3.1,2.9,3.1,"Komentar # 4, oleh Sarah Schulman"
sucker_2600_2655,train,2.88,3.0,2.88,Saya bertanya-tanya mengapa mereka tidak menyajikan buku-buku mereka sebagai novel.
sucker_2656_2678,dev,3.0,2.7,3.0,4 Maret 2008 01:41
sucker_322_512,train,2.8,3.1,3.1,"Sekarang, Margaret Seltzer, penulis Love and Consequences, ""memoar"" yang sangat terkenal tentang hidupnya sebagai setengah penduduk asli Amerika / setengah banger geng kulit putih, telah diledakkan sebagai penipuan."
sucker_3_52,train,3.0,2.8,3.2,Blog Tayari: Ada Pengisap yang Lahir Setiap Menit
sucker_404_412,train,3.0,2.9,3.1,"""memoar"""
sucker_514_672,train,2.6,3.0,2.5,"Dalam buku yang diceritakan dengan jelas, Ms. Seltzer menulis tentang saudara angkatnya yang Afrika-Amerika, Terrell dan Taye, yang bergabung dengan geng Bloods ketika mereka berusia 11 dan 13 tahun."
sucker_54_102,train,3.0,2.4,3.0,Dikirim oleh Tayari Jones pada 3 Maret 2008 22:57
sucker_673_828,train,2.7,3.1,3.2,Dia mencatat pengalamannya melakukan pengiriman narkoba untuk para pemimpin geng pada usia 13 tahun dan bagaimana dia diberi senjata pertamanya sebagai hadiah ulang tahun ketika dia berusia 14 tahun.
sucker_829_957,train,2.43,3.57,3.29,"Seltzer mengatakan kepada The Times pekan lalu, ""Salah satu hal pertama yang saya lakukan begitu saya mulai menghasilkan uang narkoba adalah membeli sebidang tanah pemakaman."""
sucker_867_957,train,2.6,3.3,3.2,"""Salah satu hal pertama yang saya lakukan begitu saya mulai menghasilkan uang narkoba adalah membeli sebidang tanah pemakaman."""
sucker_959_990,train,2.8,2.9,2.9,Ini seperti sindiran dari sindiran.
sucker_991_1198,train,3.1,3.0,2.9,"Ini adalah baris favorit saya di seluruh artikel NYT: ""Sarah McGrath, editor di Riverhead yang bekerja dengan Ms. Seltzer selama tiga tahun di buku itu, mengatakan dia terkejut menemukan bahwa penulis telah berbohong."""
united1_1148_1251,train,3.0,2.73,3.09,"Pilih rencana perjalanan yang menarik minat Anda, dan hubungi Layanan Perjalanan On-Call untuk memesan kabin Anda."
united1_121_131,dev,3.0,3.0,3.0,Nama yang terhormat:
united1_1252_1288,train,3.0,3.2,3.2,Tentukan UWAX5 untuk menerima penawaran ini.
united1_1289_1333,train,3.0,2.8,3.0,Tiket pesawat internasional murah juga tersedia.
united1_132_307,train,3.25,2.88,3.0,"Tujuan hebat, pilihan rencana perjalanan Anda, mil bonus besar, dan pelayaran penumpang ke-3 dan ke-4 GRATIS —sekarang berlayar dengan Renaissance Cruises lebih bermanfaat dari sebelumnya."
united1_1334_1467,train,3.6,3.7,3.4,"Penawaran adalah yang pertama datang, pertama dilayani dan dengan tarif yang sangat rendah ini, kabin pasti akan terjual habis dengan cepat, jadi hubungi 1-800-822-2841 hari ini!"
united1_1468_1520,dev,3.0,3.0,3.0,"Hormat kami, Jack Mercer Silver Wings Plus Cruise Desk"
united1_1521_1600,dev,2.83,2.83,3.0,Harga yang ditampilkan adalah untuk kabin luar pada tanggal berlayar tertentu dan pemesanan baru saja.
united1_1601_1739,train,3.0,2.8,2.9,"Harga per orang, berdasarkan hunian ganda, hanya untuk pelayaran, dapat bervariasi berdasarkan tanggal berlayar, dan memerlukan pembayaran penuh pada saat pembelian."
united1_1740_1865,train,2.7,2.7,3.2,"Penawaran tergantung ketersediaan dan tidak dapat digabungkan dengan penawaran lain, kabin dapat terjual habis sebelum penawaran berakhir pada 1/7/01."
united1_1866_1894,test,2.43,2.86,2.43,Biaya pembatalan mungkin berlaku.
united1_1895_1947,train,2.86,3.0,3.14,Semua jadwal dan rencana perjalanan dapat berubah sewaktu-waktu.
united1_1948_2010,train,2.67,3.11,2.78,Tee pemerintah dan biaya untuk semua penumpang adalah tambahan.
united1_2011_2127,train,3.0,3.0,3.12,"Semua tamu tunduk pada syarat dan ketentuan kontrak Passage kapal pesiar Renaiss, tersedia berdasarkan permintaan."
united1_2128_2201,test,3.22,3.0,3.22,Bonus miles adalah per kabin dan akan dikreditkan dalam waktu 8 minggu setelah berlayar.
united1_2202_2266,test,3.0,3.0,3.0,Nomor akun Mileage Plus harus diberikan pada saat pemesanan.
united1_308_401,train,3.3,3.3,3.2,"Tapi lihat sendiri, karena tarif khusus ini hanya tersedia sampai 7 Januari 2001!"
united1_402_530,train,3.8,3.2,3.2,Liburan Renaissance Cruises mengantar Anda dari satu tujuan luar biasa ke tujuan berikutnya di kabin yang indah di atas kapal baru.
united1_4_49,train,3.0,2.75,3.0,"Desember 2000 Nama Alamat New York, NY 10009"
united1_50_120,dev,3.8,3.5,3.5,Dapatkan hingga 15.000 Mileage Plus® bonus miles di kapal pesiar pilihan Anda!
united1_531_665,train,3.57,3.57,3.43,"Anda akan menikmati empat restoran yang luar biasa, hiburan malam, kasino yang menarik, pusat kebugaran, dan spa kelas dunia - dan banyak lagi!"
united1_666_790,dev,3.45,3.09,2.91,Wisata pantai opsional akan memberikan kesempatan terbaik untuk menjelajahi sorotan dari setiap pelabuhan panggilan yang menarik!
united1_791_960,train,3.2,3.1,3.1,"Penawaran hebat ini tersedia pada tanggal berlayar tertentu dari Januari hingga Maret 2001, Anda dapat berlayar antara Istanbul dan Barcelona, Roma dan Athena, atau Athena dan Istanbul."
united1_999_1147,train,3.3,3.3,3.3,"Tarif pelayaran mulai dari $ 599 untuk kabin luar pada tanggal berlayar tertentu, dan semua menawarkan opsi penumpang ke-3 dan ke-4 Anda berlayar gratis!"
vampires_100_138,test,3.0,3.1,2.9,Sulit untuk membunuh vampir ... jenis
vampires_1039_1046,dev,3.0,2.9,3.1,'Ninja'
vampires_1126_1179,train,3.0,3.0,3.0,Ninja Warrior adalah salah satu acara paling populer di G4.
vampires_1181_1261,train,2.9,3.0,3.0,"Kita bisa menyingkirkan Pirates sekarang setelah film Pirates of the Caribbean ke-3, kan?"
vampires_1262_1395,train,2.89,3.0,2.89,"Tidak, sebenarnya, jika kita telah mempelajari sesuatu, itu adalah meme genre yang kembali ke bawah tanah (Bajak laut untuk orang dewasa [NSFW]Anda mengerti maksudnya0."
vampires_1396_1481,train,2.86,3.0,2.71,"Karakter-karakter ini seperti Zombies (pun intended), mereka terus hidup kembali."
vampires_139_236,train,3.1,3.1,3.4,"Aku sedang noodling pada Vampir tempo hari, tetapi juga menyamakan Zombie, Bajak Laut dan Ninja dalam campuran."
vampires_1482_1610,train,3.0,2.8,2.9,"Jadi ini bukan hanya masalah mengetahui kapan harus melompat dari komidi putar Vampir, itu mengetahui kapan (dan di mana) untuk melompat kembali."
vampires_1611_1703,train,3.1,3.3,3.0,"Jika Anda melompat dari Vampir, apakah Anda tahu untuk melompat kembali pada waktunya untuk menerbitkan Twilight?"
vampires_1704_1775,train,3.0,2.8,2.9,Empat belas agen sastra menolaknya sebelum Stephenie Meyer mendapat kesepakatan.
vampires_1777_1901,dev,3.0,2.8,3.0,"Jika Anda keluar dari Zombies, apakah Anda akan kembali pada waktunya untuk menerbitkan buku terlaris NY Times Pride &; Prejudice and Zombies?"
vampires_1902_2215,dev,3.0,3.0,3.12,"Saya tidak berpikir Anda bisa ""turun"" dari semua ini, Anda harus melakukan triangulasi keputusan Anda di beberapa simpul budaya populer, triangulasi yang harus berputar di sekitar penonton (dewasa muda - Twilght. dewasa - True Blood) dan sub-genre (komedi, horor, sci-fi ...) dan kemudian kualitas konten yang sebenarnya."
vampires_1924_1933,train,2.3,3.5,3.3,"""turun"""
vampires_2216_2393,train,2.9,3.1,3.0,"Jadi papan matriks seperti apa yang harus Anda buat untuk mengetahui bahwa video game Zombie horor komedi NC-17 akan berfungsi, tetapi acara TV Vampir penjelajah waktu dewasa muda PG-13 tidak?"
vampires_237_295,train,3.2,2.7,3.1,Arketipe ini tampak berbeda bagi saya dari 'tren' lainnya.
vampires_2394_2404,test,2.3,2.8,3.6,Anda tidak bisa.
vampires_2406_2481,train,2.8,3.0,2.8,"Yang bisa Anda lakukan hanyalah berharap Anda memukul 0,300 dan ketika Anda gagal, Anda gagal dengan cepat."
vampires_2482_2500,train,3.88,3.5,3.5,"Ahh, klasik."
vampires_2501_2740,train,2.89,2.78,2.89,"Jika Anda memperluas cakupan Anda sedikit, saya pikir akan sulit untuk menemukan waktu selama 40 tahun terakhir atau lebih ketika salah satu dari empat arketipe ini tidak memiliki tingkat popularitas yang menggelegak melalui buku, buku komik, tv, film, video game, musik."
vampires_2741_2953,train,2.8,3.2,3.2,"Jika semua yang Anda lihat adalah 1 atau 2 kategori konten mungkin sepertinya mereka sudah mati, tetapi mereka mungkin berkembang di tempat lain, dan seperti virus mereka hanya menunggu host baru untuk membawa mereka ke arus utama."
vampires_286_294,train,3.0,2.75,2.75,'Tren'
vampires_2954_3149,train,3.1,3.1,2.9,"Penerbit, produser, editor, eksekutif TV, mereka semua harus mengkalibrasi keputusan mereka berdasarkan begitu banyak faktor, namun bahkan dengan akses ke data canggih sering kali bermuara pada faktor manusia."
vampires_296_371,train,2.91,2.91,2.82,"Tentunya Vampir sudah mati setelah spoof, ""Love at First Bite"" pada tahun 1979."
vampires_3150_3197,train,3.33,3.56,3.44,Naluri bahwa sesuatu akan berhasil.
vampires_3198_3457,dev,3.0,2.6,2.8,"Seseorang di AMC memberi lampu hijau kepada The Walking Dead sebagian berdasarkan bukti sejarah yang mengatakan orang-orang menyukai Zombies, tetapi juga sebagian pada gagasan bahwa iterasi khusus ini akan memiliki sentuhan baru yang akan membawa orang baru ke tenda (zombie dan AMC)."
vampires_341_362,train,4.0,3.88,3.38,"""Cinta pada gigitan pertama"""
vampires_3458_3535,train,3.6,3.3,3.2,"Secara pribadi, saya sedang menunggu seseorang untuk membuat Pirate Zombies v. Ninja Vampires."
vampires_3536_3600,train,3.3,3.1,3.1,"Hei, jika mereka bisa membuat Aliens dan Cowboys, semuanya mungkin."
vampires_3601_3661,train,3.0,3.1,3.0,Posting ini terinspirasi oleh posting terbaru oleh Grant McCracken .
vampires_3662_3694,train,3.0,3.12,3.0,Pastikan Anda membacanya juga.
vampires_3698_3708,train,3.0,2.7,2.9,3 Komentar
vampires_36_99,test,3.0,3.0,3.0,Zombi dan Vampir dan Ninja dan Bajak Laut 25 Juli 2010 oleh Rick
vampires_3710_3754,train,3.0,2.78,3.0,"Matthew Duhan mengatakan: Juli 26, 2010 di 5:13 pm"
vampires_372_556,test,3.0,3.0,3.12,"Tapi kemudian kebangkitan yang dipimpin Anne Rice membawanya kembali (secara teknis buku ke-1, Interview with the Vampire, diterbitkan pada tahun 1976, tetapi tidak mendapatkan popularitas luas sampai nanti)."
vampires_3755_3902,train,3.1,3.1,3.0,"Saya tidak tahu tentang Pirate Zombies v. Ninja Vampires, tetapi ada permainan di mana Anda dapat bermain untuk menjadi Zombie, Ninja, Bajak Laut, dan Ilmuwan Gila."
vampires_3903_3991,train,3.12,2.62,2.88,"Zombie Ninja Pirates, oleh Gozer Games, adalah permainan kartu cepat 20-30 menit untuk 2-6 pemain."
